Date,Close,High,Low,Open,Volume
2022-02-04,1060.7694091796875,1068.5729364671636,1056.1283095273284,1065.1830393454286,11061241
2022-02-07,1054.308349609375,1072.372315976767,1048.8026250078512,1065.638135750538,10714467
2022-02-08,1072.031005859375,1073.8283759531455,1051.077695211511,1060.4737500675897,12060849
2022-02-09,1084.521240234375,1086.2047554004216,1072.918489334838,1078.9017802245178,11486225
2022-02-10,1083.406494140625,1090.0723137940836,1076.1490130370194,1090.0723137940836,12464491
2022-02-11,1081.29052734375,1084.9761347999724,1066.593591416207,1079.857228868873,15943370
2022-02-14,1064.068359375,1071.5305623649283,1052.4427424947037,1064.8418760134352,10719633
2022-02-15,1100.1964111328125,1102.9037798370225,1062.7716573911962,1069.824295697398,11212671
2022-02-16,1097.9212646484375,1107.0442358991004,1090.1860980638264,1105.6791781831728,10392840
2022-02-17,1111.82177734375,1117.0089242641511,1096.5789142269996,1101.1745201113265,12853252
2022-02-18,1103.13134765625,1117.6916849602303,1101.1974955017408,1112.2315735155196,6775458
2022-02-21,1091.9833984375,1109.091873871227,1085.021748188729,1097.4890031023697,11107193
2022-02-22,1087.023681640625,1090.1633625619224,1067.9814753307442,1070.5977356852184,13494914
2022-02-23,1080.22119140625,1095.009115283983,1077.468449525144,1092.529336789828,7310110
2022-02-24,1026.393310546875,1064.6826864402094,1020.7739713257804,1048.8026672886117,24846650
2022-02-25,1039.224853515625,1050.1450756675365,1035.7212210618118,1037.4729771115954,14570089
2022-02-28,1073.62353515625,1077.1726610969984,1020.5919703644312,1020.5919703644312,21297446
2022-03-02,1091.369140625,1092.483981972098,1059.8140635885236,1062.2028545911362,21471786
2022-03-03,1082.1551513671875,1098.785820478749,1078.4013026500006,1092.0288927878123,10186748
2022-03-04,1058.1531982421875,1075.7848524224223,1055.787154408625,1070.643199306108,10805667
2022-03-07,1019.022216796875,1052.0333374144284,1011.0367133096933,1036.8358471079189,17983310
2022-03-08,1017.1793212890624,1021.9570232050448,991.92617525868,1006.2590402981642,21289374
2022-03-09,1071.1436767578125,1077.0133522040442,1016.5649623830144,1017.40684017154,20414228
2022-03-10,1088.50244140625,1094.3038764083778,1073.8283721325647,1092.028820377732,17980493
2022-03-11,1091.6419677734375,1097.0339575128753,1081.1311923906428,1081.1311923906428,12257423
2022-03-14,1100.605712890625,1103.1311056498985,1080.1984500463022,1086.06812572994,8340678
2022-03-15,1075.398193359375,1104.7464533796308,1065.1148867530296,1104.7464533796308,15925769
2022-03-16,1093.55322265625,1095.6235563592827,1081.6091471404573,1083.8387095081289,11149828
2022-03-17,1129.203369140625,1136.3469946247096,1098.8994972340938,1106.9304944761457,21422098
2022-03-21,1122.6966552734375,1130.249846191458,1109.7743416930666,1112.0493977484434,11999466
2022-03-22,1151.703857421875,1153.4328665457272,1116.417676927256,1119.3751418583722,22557065
2022-03-23,1155.366455078125,1167.0375661035232,1147.9953600851836,1147.9953600851836,15462187
2022-03-24,1173.3165283203125,1175.8191739001288,1142.0800356544312,1142.0800356544312,13168266
2022-03-25,1181.1429443359375,1190.3114093068612,1172.5659000566366,1175.0685459381182,14222488
2022-03-28,1193.018798828125,1196.5678044575318,1176.8885634283015,1187.5813149251485,9891424
2022-03-29,1193.291748046875,1200.321638726132,1186.3983390664755,1200.321638726132,8684065
2022-03-30,1216.224609375,1223.0725256096823,1190.812170111679,1201.18646593222,15811550
2022-03-31,1198.8428955078125,1214.7456618708436,1196.0446595036312,1212.584340487485,13223718
2022-04-01,1208.443603515625,1212.6752582349072,1193.0415116671982,1199.4116203413212,7922880
2022-04-04,1212.0155029296875,1217.157156093152,1201.9825334062043,1208.2616544203254,7929162
2022-04-05,1194.88427734375,1214.8366019261357,1192.4499926471442,1206.2823045318924,13149870
2022-04-06,1191.6993408203125,1198.72923220727,1177.1617516980632,1177.1617516980632,12257215
2022-04-07,1170.677734375,1185.7613700217532,1168.015859682402,1180.8016922079776,15496499
2022-04-08,1190.1522216796875,1194.4066235414564,1164.8307737717014,1164.8307737717014,15152495
2022-04-11,1187.6724853515625,1200.572052745213,1175.296097837182,1183.03126481227,9254209
2022-04-12,1165.30859375,1184.2143186613282,1162.737706900729,1177.116066491659,13217742
2022-04-13,1161.0313720703125,1179.664132404293,1158.2330158892628,1171.4284128604863,10354235
2022-04-18,1157.482177734375,1164.7396576746369,1147.4492090807853,1152.545367902538,9974224
2022-04-19,1201.595703125,1213.972089786732,1160.7584292751112,1163.920736701103,26141820
2022-04-20,1236.9273681640625,1244.0028730390352,1205.3722941596611,1209.0124078704498,25072240
2022-04-21,1265.8890380859375,1269.0285988217172,1243.092861615674,1251.6926535659309,21708633
2022-04-22,1255.287109375,1274.943602182277,1248.6439171934,1255.3326032722164,15054154
2022-04-25,1226.2574462890625,1255.1051538112451,1211.9928211860372,1247.825046254362,17063215
2022-04-26,1262.9541015625,1271.7586153913803,1232.0360622414871,1233.0825422871724,12227666
2022-04-27,1264.1827392578125,1286.7740721528176,1253.5808548135026,1253.9449263825295,19338945
2022-04-28,1283.0657958984375,1297.2394339221792,1267.7090756457555,1278.56117721433,25614076
2022-04-29,1269.597412109375,1299.5827089210004,1263.7049887259216,1299.5827089210004,18214862
2022-05-02,1265.13818359375,1276.5362108883514,1254.9458650066724,1256.7432351242765,9467006
2022-05-04,1225.64306640625,1269.4835388914837,1217.748671405608,1267.2084828840266,19247660
2022-05-05,1201.641357421875,1242.182926337161,1197.591798062594,1239.2253410637345,17210669
2022-05-06,1192.42724609375,1209.8769247815503,1180.0963532492094,1188.582409796725,19649948
2022-05-09,1145.8568115234375,1181.711782557566,1140.715158224648,1171.6331985147317,18083752
2022-05-10,1125.9954833984375,1149.633416525882,1118.419545268301,1135.255056944122,19511677
2022-05-11,1114.4609375,1130.6821606199796,1102.0163098457965,1125.0854480941018,16643899
2022-05-12,1091.755859375,1107.885974171999,1078.378486557952,1104.5416911448524,20490321
2022-05-13,1104.1322021484375,1127.5197990708434,1099.0132956252585,1103.8592387327842,19308778
2022-05-16,1104.4051513671875,1128.8847193240686,1099.6047027471154,1107.7039403213955,13437911
2022-05-17,1150.7935791015625,1155.685015762583,1106.5891549718588,1107.9997065605392,16551828
2022-05-18,1154.979736328125,1169.3808421611643,1141.2839062872033,1155.5712773721964,17276788
2022-05-19,1128.3614501953125,1143.2176150806663,1122.0823293936187,1130.2498080381897,14699118
2022-05-20,1194.1563720703125,1203.2338502041005,1138.440180194292,1143.2177622581032,21793091
2022-05-23,1186.1710205078125,1207.397297299702,1179.8462844678352,1197.364206197713,15252755
2022-05-24,1190.2432861328125,1200.3217504414995,1181.9848186867473,1186.2164738705717,13527818
2022-05-25,1188.491455078125,1208.8304783808387,1183.713752995507,1198.956737262974,12714544
2022-05-26,1177.16162109375,1198.9111951609143,1159.37061802393,1194.1334932703796,17882023
2022-05-27,1171.701416015625,1185.3744993862058,1155.7760235250337,1179.868894988702,16521973
2022-05-30,1212.51611328125,1216.7021540363792,1180.392243237482,1189.8564191042008,13853398
2022-05-31,1197.88720703125,1218.8860090470794,1190.1747884499268,1201.8685245305114,70620653
2022-06-01,1198.2742919921875,1208.1480337988985,1190.402522676765,1198.638243225424,9776989
2022-06-02,1239.5892333984375,1243.2975879303071,1198.5016232049925,1198.5016232049925,22126569
2022-06-03,1264.705810546875,1281.9280190654465,1247.6428306711036,1248.552949338414,23939791
2022-06-06,1259.2685546875,1280.403842003274,1252.102061607887,1264.9335082984549,11093152
2022-06-07,1261.6346435546875,1269.9840987331656,1252.2159612910536,1260.337826598074,12358255
2022-06-08,1239.4757080078125,1265.3885798546414,1235.9493284759294,1261.6347307898145,12479250
2022-06-09,1273.4649658203125,1275.3986973973456,1233.082627965682,1233.082627965682,17278305
2022-06-10,1235.0164794921875,1269.4381532361936,1229.215044054509,1261.24792684013,18093057
2022-06-13,1211.6513671875,1216.1559851600953,1190.4478410589338,1205.7818119372728,17620803
2022-06-14,1195.8170166015625,1215.7238471836963,1189.151077141205,1205.804612494347,14714312
2022-06-15,1181.34765625,1200.0031636736535,1175.933039795803,1191.0166743810375,11195535
2022-06-16,1164.830810546875,1209.8997420887065,1162.1006949883244,1193.4965424947006,17111475
2022-06-17,1178.4810791015625,1194.3382305909047,1163.0562400137392,1164.830742811065,24457187
2022-06-20,1157.118408203125,1190.8120593552974,1147.1308115234451,1185.3063342518617,12066797
2022-06-21,1175.7965087890625,1180.0280429847403,1150.406822198094,1164.83067428948,11720049
2022-06-22,1140.0780029296875,1164.057137590061,1137.9849226393887,1163.966149797555,10617206
2022-06-23,1121.5819091796875,1148.9054514666468,1112.5044311379245,1144.3780859216936,19446323
2022-06-24,1137.5528564453125,1142.5351607614082,1122.9696539988313,1128.429884986889,14240234
2022-06-27,1134.185791015625,1157.9829545073123,1129.135125114688,1157.9829545073123,15474529
2022-06-28,1150.1339111328125,1152.9777615415514,1129.38544140432,1129.38544140432,13572847
2022-06-29,1173.999267578125,1181.6663139665932,1137.985067118919,1140.8061704616557,19205146
2022-06-30,1181.0518798828125,1190.2658381550734,1167.560773223342,1173.9308815535303,23112959
2022-07-01,1095.9874267578125,1179.391106293829,1076.103462886294,1171.610445710058,81997149
2022-07-04,1098.2623291015625,1111.1391472548082,1076.6037450673573,1082.4506733389208,41857728
2022-07-05,1107.157958984375,1121.5590649917854,1099.8094906293034,1102.4941121326235,17647327
2022-07-06,1097.4207763671875,1111.116607529142,1086.5687955560873,1101.174625131128,23943726
2022-07-07,1086.6142578125,1107.1580039571163,1080.6535938667355,1103.813720771296,23301033
2022-07-08,1088.1158447265625,1100.2191487523794,1084.0889121323955,1100.2191487523794,19010108
2022-07-11,1102.9036865234375,1105.1331283386687,1078.3785026593284,1081.336087585235,13847467
2022-07-12,1101.3338623046875,1110.092882939669,1093.8489116704193,1093.8489116704193,10778989
2022-07-13,1081.8138427734375,1107.499363443423,1079.7436294761944,1104.4507905221294,14224132
2022-07-14,1090.7320556640625,1107.4765795757364,1081.540843303509,1086.5687619025882,16970315
2022-07-15,1092.847900390625,1098.8540583216684,1084.33921677306,1098.8540583216684,9603210
2022-07-18,1102.1529541015625,1103.4041567519191,1088.5252438187729,1101.584159976362,15160908
2022-07-19,1108.909912109375,1113.4145306244031,1092.1653876854057,1092.1653876854057,16439888
2022-07-20,1138.89501953125,1156.8679986086788,1131.2735877067614,1155.730530749646,23924246
2022-07-21,1131.2962646484375,1137.5300117770723,1122.651100250388,1134.7998965175696,16523230
2022-07-22,1138.940673828125,1144.9468316984942,1135.255066011831,1137.5301221641157,10969995
2022-07-25,1101.31103515625,1122.7194053701078,1093.3938930172108,1122.7194053701078,23110452
2022-07-26,1101.8115234375,1112.003841391494,1097.1931707363617,1101.6295478483066,11303288
2022-07-27,1100.7652587890625,1104.314264889533,1092.9389830261998,1101.1064630855503,8655086
2022-07-28,1118.0101318359375,1122.9469424061926,1101.5841851617515,1108.4093537574902,12496073
2022-07-29,1141.829833984375,1145.3107190485075,1121.149607208918,1126.0181765545474,15130683
2022-08-01,1171.5877685546875,1177.4574449449278,1140.9881839019702,1146.2435722402156,15700044
2022-08-02,1176.0467529296875,1186.580275301345,1165.535977507085,1170.518401829726,13917913
2022-08-03,1185.920654296875,1187.5814225116324,1168.2207573838157,1183.0313099580328,14250977
2022-08-04,1170.245361328125,1191.107684300821,1153.455464512121,1187.5813052958538,14467127
2022-08-05,1153.0003662109375,1173.384882192994,1149.7925649671015,1172.1109326876474,13942438
2022-08-08,1168.0841064453125,1175.546309977684,1151.6354129424303,1151.6354129424303,10165178
2022-08-10,1175.0684814453125,1178.435511229753,1163.4883590271854,1172.5203418043282,10724688
2022-08-11,1178.9815673828125,1187.5357439542795,1174.02189010763,1184.4416775272762,8198226
2022-08-12,1198.046630859375,1201.845973401522,1174.9321182963515,1178.617605730641,12650587
2022-08-16,1206.3734130859375,1209.1035287580976,1195.4531911057852,1204.052862906299,6607378
2022-08-17,1212.6754150390625,1218.0217913259337,1208.307278058384,1212.60717418195,6595965
2022-08-18,1214.87451171875,1218.3894546289891,1205.24240897424,1214.2810405952932,7410035
2022-08-19,1193.213623046875,1215.0569809988342,1189.1507309375147,1209.7159828214287,9460724
2022-08-22,1189.904052734375,1201.1795211355932,1180.500282384016,1194.6517009933089,9471680
2022-08-23,1208.2552490234375,1211.1768414672938,1182.9424687305054,1184.1522321085429,9678484
2022-08-24,1205.0369873046875,1218.846089361482,1203.0284828486283,1205.1968562417935,10369622
2022-08-25,1201.52197265625,1215.6048071686444,1197.2080472965745,1209.2367351350583,7871946
2022-08-26,1195.1080322265625,1209.715993824914,1190.0866510806784,1201.9554689456972,10742038
2022-08-29,1185.818359375,1211.9984634718255,1176.8710131510943,1180.0436382797463,19838975
2022-08-30,1204.2152099609375,1207.5477042577893,1176.2091689010513,1193.282179919688,23139054
2022-09-01,1168.81396484375,1189.150886984996,1164.385933490136,1178.9710757031155,19909939
2022-09-02,1155.1646728515625,1175.638520959865,1152.973478456532,1168.8139049237643,12999345
2022-09-05,1173.10498046875,1178.445978943139,1155.3928563937116,1155.3928563937116,11327815
2022-09-06,1185.4532470703125,1189.6302455363334,1174.1093147173583,1174.5658588505653,10899618
2022-09-07,1178.5601806640625,1184.563114237557,1173.1963605855797,1175.478839783805,7488501
2022-09-08,1180.2261962890625,1185.978096162653,1173.6527344300007,1181.5272442598816,7057077
2022-09-09,1172.8768310546875,1191.4561604892992,1170.4573041604865,1191.4561604892992,8314850
2022-09-12,1186.0009765625,1192.3691689901582,1173.447281793324,1173.447281793324,7435419
2022-09-13,1195.906982421875,1200.449119404543,1187.3477160754526,1195.1081207827935,8888657
2022-09-14,1181.572998046875,1191.4561336808906,1174.451706778856,1175.4787801044877,8678219
2022-09-15,1169.8638916015625,1188.5116835520153,1167.1476896556203,1179.1307346574977,10365600
2022-09-16,1140.8763427734375,1165.4359048168926,1137.133067391258,1161.213264147553,20217708
2022-09-19,1142.3599853515625,1151.6040077939597,1132.7278822878002,1140.876367867208,7580254
2022-09-20,1142.54248046875,1158.4514907194557,1138.822026415054,1151.4898271317024,8411448
2022-09-21,1145.6923828125,1156.3059159956042,1138.9590517800352,1139.7579133773163,9207309
2022-09-22,1134.896240234375,1142.6110027498532,1128.5053470017444,1134.8505978968233,10308170
2022-09-23,1113.62353515625,1139.3927402184245,1112.0714541784876,1134.394179751921,9528051
2022-09-26,1085.2523193359375,1103.7176650883043,1084.2480670791438,1092.8757978119418,12479523
2022-09-27,1093.8800048828125,1107.4607728213189,1077.3776445528867,1092.8528108642224,16154822
2022-09-28,1064.7554931640625,1085.5489575446488,1062.3132660155625,1077.491757249726,16997059
2022-09-29,1061.4915771484375,1080.7556609643932,1055.8766040342564,1077.3320028920632,14671827
2022-09-30,1085.4349365234375,1096.5048940159172,1054.96372509037,1054.96372509037,18613024
2022-10-03,1081.6688232421875,1103.3294933419215,1078.7015883112226,1091.7117072217247,11852723
2022-10-04,1101.61767578125,1103.808870249341,1091.095426399377,1094.587668996287,8948850
2022-10-06,1105.6802978515625,1118.4165611455717,1103.8771842481965,1108.8302224863316,13352162
2022-10-07,1110.359619140625,1115.6321543527151,1102.2795971833257,1102.2795971833257,7714340
2022-10-10,1098.2396240234375,1103.6262649687026,1090.1139598954956,1097.8743645838504,6329527
2022-10-11,1076.3734130859375,1101.9828714622415,1073.269250949044,1101.9828714622415,9215177
2022-10-12,1084.2935791015625,1087.2379927529598,1069.6171531804475,1073.6800455545388,7417103
2022-10-13,1087.7401123046875,1092.852778089425,1077.3776122421918,1082.5360411069073,7328492
2022-10-14,1082.2164306640625,1103.0555367494892,1081.486032583634,1102.4392445024223,9106089
2022-10-17,1099.5863037109375,1101.982888862092,1069.845609321564,1075.0496814411536,16729355
2022-10-18,1118.9873046875,1124.3511243615108,1104.7902440911478,1105.634748048647,12415820
2022-10-19,1138.4569091796875,1153.955017958595,1114.6277458530562,1120.4709308445554,19247142
2022-10-20,1141.5155029296875,1149.9150215278255,1134.3942113183082,1134.3942113183082,8717053
2022-10-21,1128.2769775390625,1148.9106943491454,1126.177188586748,1144.7565172867282,8243452
2022-10-24,1132.043212890625,1142.3828937322885,1120.8363275575412,1122.9817591091366,3370033
2022-10-25,1114.559326171875,1140.785075413764,1112.9387816840604,1140.785075413764,12233241
2022-10-27,1118.941650390625,1126.8391025996318,1110.5649536618178,1122.0686333408069,12513059
2022-10-28,1153.1790771484375,1157.2190279737692,1122.7306857391648,1125.2641978503823,17609592
2022-10-31,1163.8837890625,1169.065039404331,1155.9406944170405,1159.957944449031,12419943
2022-11-01,1154.867919921875,1186.8910882247426,1144.8935003477782,1186.8910882247426,13963166
2022-11-02,1162.08056640625,1164.157654947125,1148.0890168960857,1155.986348539346,8981896
2022-11-03,1166.4173583984375,1168.4259835133787,1152.676841200972,1154.8680356681098,6693449
2022-11-04,1183.5816650390625,1186.8912175642852,1164.568612402097,1165.8467186255812,12575815
2022-11-07,1189.904052734375,1191.5931814379082,1175.0223567357784,1182.7827614663586,11789748
2022-11-09,1188.7171630859375,1196.9112902936065,1182.348970740701,1191.5931131291466,11254205
2022-11-10,1174.337646484375,1185.316319375086,1170.0008998356418,1182.3262632089595,5966242
2022-11-11,1201.4078369140625,1203.325056528256,1181.413233492101,1186.8911590644095,12310132
2022-11-14,1195.5875244140625,1206.0641314784764,1189.242152687652,1200.9285232071268,9043112
2022-11-15,1190.2236328125,1198.942647092225,1182.3261805701843,1197.0710698465111,7086433
2022-11-16,1183.3990478515625,1194.1723297469184,1178.3775455967132,1191.4561277313169,9716161
2022-11-17,1186.45751953125,1192.825591205946,1177.7612057960014,1180.020863607493,6661451
2022-11-18,1185.818359375,1190.9996093948082,1173.698388022442,1189.972415409292,5303197
2022-11-21,1164.477294921875,1181.413258441568,1160.916588888564,1181.413258441568,6390268
2022-11-22,1170.9366455078125,1172.511547625572,1157.903705618024,1161.783907991267,6611488
2022-11-23,1167.28466796875,1176.80266503484,1165.0934735308952,1175.4787957552544,6413408
2022-11-24,1177.3504638671875,1184.1522586948402,1163.2446877659072,1171.3703518394527,9389439
2022-11-25,1194.925537109375,1198.2579106358316,1178.7198513447252,1181.8697762735126,7349922
2022-11-28,1235.987548828125,1242.1502306285356,1142.154626734269,1190.9541361505962,31527484
2022-11-29,1238.110107421875,1246.9889910362924,1229.8018737736188,1234.34401084029,11058913
2022-11-30,1246.85205078125,1253.288707028199,1231.7192011093234,1238.247142030381,26164986
2022-12-01,1243.17724609375,1257.6481612150444,1239.8448724818554,1251.6224067137043,9485801
2022-12-02,1242.6522216796875,1254.4526976676975,1232.8147284105949,1246.235748845341,11589592
2022-12-05,1224.5294189453125,1240.1872774344642,1222.4980932976318,1238.0189040182454,14828536
2022-12-06,1228.067138671875,1231.1713003979205,1214.737403586102,1216.6091015367565,8594245
2022-12-07,1209.9443359375,1230.258436618436,1206.132596960368,1225.693478313524,8462111
2022-12-08,1209.3736572265625,1216.5635327967686,1205.1967796428094,1214.281053698547,7757008
2022-12-09,1191.0452880859375,1214.2809794282305,1187.7356151104486,1207.8899658959556,12655763
2022-12-12,1192.871337890625,1197.3906539089487,1180.0437880026634,1180.272120443367,9479842
2022-12-13,1198.3037109375,1201.9555809304147,1189.9497141999725,1192.8713067918438,8333348
2022-12-14,1193.9669189453125,1204.6717371538757,1191.9126515922892,1204.0782660411908,7268947
2022-12-15,1177.008056640625,1193.7386297598832,1173.6528618480468,1188.0324923462415,8688551
2022-12-16,1171.187744140625,1195.4734533972091,1167.78690686101,1173.6529134607251,15837349
2022-12-19,1186.5716552734375,1188.7172073020977,1171.689838827475,1178.2177795852808,7729933
2022-12-20,1196.843017578125,1198.7602374146063,1171.3704856304953,1179.541792973625,7467588
2022-12-21,1179.8155517578125,1201.9555872542346,1175.9809916475376,1196.477661489117,8527550
2022-12-22,1176.7569580078125,1189.013856887232,1171.7126347696108,1185.9781586267084,7451122
2022-12-23,1142.245849609375,1182.554553491853,1137.703712598857,1170.137785137051,10257115
2022-12-26,1152.22021484375,1160.414342154975,1137.7721216907048,1147.9748739735228,5990242
2022-12-27,1161.64697265625,1163.518549950611,1148.2031310835505,1154.9364624540497,5763271
2022-12-28,1161.5328369140625,1163.9750640999512,1151.0562304776126,1158.5884232916014,7459393
2022-12-29,1161.0078125,1163.5641454874342,1152.882148696241,1153.566904464591,6930648
2022-12-30,1162.7880859375,1176.3916749175478,1160.0035413220228,1161.829476176333,7289476
2023-01-02,1175.8896484375,1177.3048023328713,1163.244668797144,1164.066351583663,5316175
2023-01-03,1167.28466796875,1174.565828259546,1163.0621480210025,1170.9366586985077,7658932
2023-01-04,1149.7095947265625,1169.1107276232435,1147.6325061253483,1167.26185070999,9264891
2023-01-05,1147.6553955078125,1157.858149023016,1143.0676158255733,1151.969321148222,13637099
2023-01-06,1158.0863037109375,1163.1306272948216,1149.5955006159752,1153.4072395784428,6349597
2023-01-09,1185.4302978515625,1187.8041821914996,1161.0306065888913,1161.9207528429104,10722753
2023-01-10,1167.9010009765625,1189.6302560157692,1162.240505708343,1189.6302560157692,8047142
2023-01-11,1153.1790771484375,1167.7184566325625,1150.873655990327,1165.2077656913489,11509553
2023-01-12,1128.2769775390625,1156.077627831873,1125.2641003718309,1152.5855061360771,17688773
2023-01-13,1126.451171875,1128.8705782042637,1111.386784310048,1122.2513519945564,20618583
2023-01-16,1115.723388671875,1131.951774613395,1107.917221092014,1128.7791493112115,13623855
2023-01-17,1131.5638427734375,1133.481062404078,1118.6906511572718,1122.0686670526488,10751000
2023-01-18,1129.692138671875,1137.178689301756,1123.1414974309205,1129.144430635729,13448286
2023-01-19,1128.4825439453125,1132.6366004638107,1121.4524163802744,1128.8705038207283,11940054
2023-01-20,1115.0615234375,1129.8291140692525,1112.596474928504,1129.8291140692525,14930286
2023-01-23,1109.4237060546875,1125.811961602633,1107.004299933337,1117.960272105855,10954118
2023-01-24,1102.873046875,1115.51790607312,1089.8171651533376,1113.851719292168,16488755
2023-01-25,1087.6259765625,1102.302402806859,1086.461976225218,1101.2753294802071,12385018
2023-01-27,1066.9923095703125,1089.817098907081,1055.260297818003,1088.470529311336,25830975
2023-01-30,1077.218017578125,1082.764407064242,1050.3987961919847,1064.4132886312711,21772103
2023-01-31,1074.5245361328125,1089.9541811505658,1068.6585300710096,1087.3749062182635,22691594
2023-02-01,1068.156494140625,1086.43914786492,1052.2246622437708,1086.43914786492,19347800
2023-02-02,1062.2447509765625,1071.85391093282,1054.963591472129,1058.1590377354637,13662663
2023-02-03,1063.1806640625,1072.3105805967243,1046.7467660021257,1072.3105805967243,24699575
2023-02-06,1055.1690673828125,1059.528634971871,1052.5899131464937,1056.7896118119152,14837879
2023-02-07,1052.6356201171875,1062.4502927137798,1046.7467924098464,1055.4202857843334,15135435
2023-02-08,1073.6572265625,1077.2863960062462,1053.137736379797,1055.8766387784026,21160332
2023-02-09,1075.52880859375,1082.284961068636,1065.463103759131,1074.341987106508,13172763
2023-02-10,1066.6728515625,1075.0039060071294,1059.6655455942528,1075.0039060071294,10790445
2023-02-13,1060.6014404296875,1072.7670546240695,1056.127767130611,1068.293381324993,10352493
2023-02-14,1085.5946044921875,1087.329254712915,1060.738368480938,1063.6143185684562,14321920
2023-02-15,1110.1768798828125,1112.5735854842064,1083.2664969637603,1084.6358877756606,33503591
2023-02-16,1109.3095703125,1124.7163944448257,1107.0270912647763,1118.1656324865594,17264487
2023-02-17,1113.9429931640625,1117.2754874405753,1100.4306882070916,1104.7217922905263,11809520
2023-02-20,1102.16552734375,1118.3026298698114,1100.2025445254703,1116.13425652598,8836937
2023-02-21,1111.158447265625,1116.9558691842672,1101.22954869757,1106.547846833629,13311592
2023-02-22,1085.9598388671875,1109.2868172204337,1084.2023673241313,1107.4380609994969,11024335
2023-02-23,1080.7557373046875,1093.1953270218976,1077.9483712962124,1085.5490279902117,9851910
2023-02-24,1088.1510009765625,1093.8344379808216,1080.9840672539892,1082.810002251087,9434053
2023-02-27,1080.91552734375,1090.8672478016565,1073.543202799622,1087.3750050988056,11199715
2023-02-28,1060.2362060546875,1080.5274845520237,1056.1734344203933,1075.5516247048563,21994038
2023-03-01,1069.982421875,1070.712820002187,1060.5557097259696,1070.0280642112666,11551145
2023-03-02,1061.8338623046875,1073.5202315216086,1059.8024162422653,1066.8325430044115,9333535
2023-03-03,1088.927001953125,1092.6018137297042,1068.909698230002,1072.3789987479977,14643807
2023-03-06,1099.5633544921875,1106.8216933590495,1095.5918675399987,1095.5918675399987,10171916
2023-03-08,1103.5120849609375,1104.265304210858,1088.7443751303776,1099.5632986303583,15782657
2023-03-09,1076.9896240234375,1103.3066574341256,1075.095225544964,1102.8958764013148,16235128
2023-03-10,1060.3046875,1070.0280749321848,1056.8124450060086,1068.8868957671646,13334091
2023-03-13,1042.866455078125,1070.027990166369,1038.5297089513683,1063.1805534779228,12771592
2023-03-14,1038.9635009765625,1052.2018311560978,1035.8136967949142,1040.812257084253,16027522
2023-03-15,1021.2056884765624,1049.1660857467195,1016.8004787547292,1042.6839083296516,21728555
2023-03-16,1016.11572265625,1028.9432712307178,1005.2967990221152,1023.9218900002588,18363159
2023-03-17,1014.8377075195312,1028.007574780085,1010.0901194945558,1024.7208434439497,34014213
2023-03-20,1004.8631591796876,1013.422485602896,995.1625932582816,1011.1400066065016,19524589
2023-03-21,1036.1102294921875,1038.0732119172071,1012.0528577510236,1012.943003930346,21400360
2023-03-22,1039.26025390625,1046.0392280531037,1036.2473765076484,1043.0948141638405,10920094
2023-03-23,1026.1131591796875,1036.2016854580306,1023.9447859117854,1035.3343603002547,16249370
2023-03-24,1005.7989501953124,1027.117362031003,1003.3795441878092,1024.9489888672188,12375945
