Date,Close,High,Low,Open,Volume,EMA_8,EMA_21,EMA_50,EMA_200,EMA_TREND_SCORE,RSI_14,SMI
2023-04-11,1066.5357666015625,1068.658497368957,1060.920914302666,1065.4630510078462,10542367,1055.758127528903,1051.2402190926541,1069.4636296865344,1117.362144842545,0.0,65.1180589393347,74.53492140525826
2023-04-12,1071.23779296875,1080.8925957399235,1063.6599579243734,1066.535787256919,18179087,1059.1980531822023,1053.0581803541172,1069.5332047172096,1116.9031960676814,0.0,70.027514116178,74.80852125515521
2023-04-13,1075.27783203125,1079.9797173840186,1069.1151503508545,1074.1365320735108,12378208,1062.7713373708796,1055.078148688402,1069.7584842197211,1116.4890133409506,0.0,64.13976670294944,80.12924571410643
2023-04-17,1080.73291015625,1106.9814803229494,1072.333391852291,1106.9814803229494,17929479,1066.7627979898507,1057.4103997309337,1070.1888538642909,1116.1332312197098,0.0,64.72681120219711,62.5546007262345
2023-04-18,1068.36181640625,1085.0923881243807,1061.8110548039576,1085.0923881243807,10405576,1067.1181354157172,1058.4059830650533,1070.1172053365246,1115.6578937588795,0.0,65.08550461978618,42.77705751449116
2023-04-19,1073.6800537109375,1076.3733137885806,1064.64142217666,1067.768405195298,12273475,1068.5763394813216,1059.7945349419517,1070.2569248806192,1115.2402038081536,0.0,77.14491293430335,38.82621203531195
2023-04-20,1070.9638671875,1076.8755157885284,1064.595795217696,1074.638679040759,7007330,1069.1069011938057,1060.8099287824562,1070.2846481083402,1114.7996432447642,0.0,72.08873394243689,32.59071036810732
2023-04-21,1072.310546875,1077.7884724738817,1066.558646510675,1073.0637661728558,7647317,1069.8188224562932,1061.8554395181418,1070.3640951187976,1114.376866166458,0.0,71.20950578669252,30.79030657533137
2023-04-24,1076.4190673828125,1086.8727319946267,1071.8539885727766,1084.1794719407253,12936186,1071.2855435510753,1063.1794056876572,1070.6015450115042,1113.9991766263222,0.0,76.36871457262986,26.619916045826475
2023-04-25,1084.65869140625,1086.735779878646,1072.9952636709509,1080.0709122812248,9236126,1074.2573541855586,1065.132068025711,1071.1528056544353,1113.7072314997545,0.0,64.46939863458925,22.612393648326368
2023-04-26,1078.2906494140625,1089.2466212621475,1074.6158376300252,1086.0054116702795,8617834,1075.1536420141151,1066.3283026973793,1071.4327210959893,1113.3548276979068,0.0,59.065362609758914,9.465004714903607
2023-04-27,1085.115234375,1088.2878596252956,1079.1579437194785,1084.1794457664448,9167125,1077.3673292054227,1068.036205577163,1071.969290244186,1113.0738367195695,0.0,64.34978250637792,9.832914100263217
2023-04-28,1104.9500732421875,1106.5022750107378,1087.2608896802224,1087.374995527852,15565210,1083.4968278802594,1071.3920117285288,1073.2626542833232,1112.993003252133,0.0,69.16371924656681,47.39193248913664
2023-05-02,1114.3310546875,1116.4994278601828,1108.4194062766874,1112.1170391794085,12981805,1090.3488782818683,1075.2955610884353,1074.8731797893693,1113.0063171967633,0.0,77.64035681391431,70.7023185291042
2023-05-03,1104.7674560546875,1116.1342091904096,1101.549188303151,1116.1342091904096,7061872,1093.553006675828,1077.9748242671856,1076.0455043487937,1112.924338478932,0.0,69.06446004908645,63.81855118805404
